,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
42517,32,3,177792,9,13,0,3,1,4,0,0,0,48,38,1
7587,30,6,35683,9,13,0,12,1,4,0,0,0,40,38,0
18355,36,1,126569,15,10,2,10,0,4,1,0,0,40,38,1
36299,35,5,185621,9,13,4,9,3,4,0,0,0,40,38,0
7124,46,3,261688,11,9,0,2,1,4,1,0,0,40,38,0
32749,27,5,114225,15,10,4,3,1,4,1,0,0,60,38,1
46399,31,6,373432,9,13,2,9,0,4,1,7298,0,55,38,1
28092,68,3,223486,11,9,6,7,4,4,0,0,0,7,8,0
1840,35,3,123809,9,13,2,9,5,4,0,15024,0,35,38,1
20162,63,3,134699,11,9,6,9,1,4,0,0,0,25,38,0
10602,28,6,624572,11,9,4,0,3,2,0,0,0,40,38,0
24712,82,3,152148,5,4,2,5,0,4,1,0,0,2,38,0
44519,32,3,205581,15,10,5,12,4,4,0,0,0,50,38,0
1718,65,3,71075,15,10,0,11,1,4,0,0,0,20,38,0
23783,40,3,331651,15,10,5,7,1,4,0,0,0,40,38,0
46845,40,3,223277,9,13,2,0,0,4,1,0,0,50,38,1
10739,33,5,75417,11,9,5,7,4,4,0,0,0,8,38,0
964,49,3,186256,14,15,2,11,0,4,1,0,0,40,38,1
30611,67,3,129188,10,16,2,9,0,4,1,20051,0,5,38,1
13913,53,0,40641,9,13,2,10,0,4,1,0,0,40,38,1
22129,67,5,173935,9,13,2,3,0,4,1,0,0,8,38,1
17869,22,3,169188,11,9,4,3,3,4,0,0,0,20,38,0
30166,50,3,177896,11,9,2,2,0,4,1,0,0,50,38,0
7839,35,6,37314,10,16,4,9,1,4,1,0,0,55,38,0
46395,47,3,219632,4,3,3,6,2,4,1,0,0,40,25,0
29514,40,0,280167,12,14,2,9,0,4,1,0,0,40,38,1
1581,53,5,385520,11,9,6,4,4,4,0,0,0,55,38,0
40702,50,3,99925,11,9,2,0,0,4,1,0,0,32,38,0
48344,30,3,176410,8,11,2,9,3,4,0,7298,0,16,38,1
10953,41,1,113324,7,12,2,0,0,4,1,0,0,40,38,0
39529,67,3,236627,9,13,2,9,0,4,1,0,0,2,38,0
2566,49,5,285570,5,4,2,4,0,4,1,0,0,50,38,0
33020,45,3,1366120,8,11,0,7,1,4,0,0,0,8,38,0
14272,51,1,169182,5,4,0,7,4,4,0,0,0,40,3,0
20303,31,3,163303,8,11,0,11,3,4,0,0,0,38,38,0
39743,28,3,96020,9,13,4,3,1,4,0,0,0,40,38,0
2183,47,3,156926,9,13,2,9,0,4,1,0,0,40,38,1
10319,42,5,114580,12,14,0,3,4,4,0,0,0,70,38,0
45721,45,3,47314,15,10,2,2,0,4,1,0,1902,40,38,1
35951,53,5,108815,11,9,2,2,0,4,1,0,0,60,38,0
9570,43,3,249039,8,11,2,9,5,4,0,0,0,36,38,1
45435,34,3,101510,9,13,0,11,1,4,0,0,0,50,38,1
35211,59,3,227856,9,13,2,11,0,4,1,0,0,37,38,1
37915,38,3,179668,11,9,2,10,0,4,1,0,0,40,33,0
31077,42,3,196029,9,13,2,13,0,4,1,0,0,48,38,1
25403,34,3,202210,11,9,4,7,4,2,0,0,0,40,38,0
8029,47,3,341814,9,13,2,9,5,4,0,0,0,45,38,0
46201,36,1,103886,15,10,0,5,1,4,1,0,0,50,38,0
35562,59,3,97168,0,6,2,2,0,4,1,0,0,40,38,1
45277,40,0,178866,11,9,2,0,5,4,0,0,0,20,38,1
34194,26,5,137795,9,13,2,3,0,4,1,0,0,20,38,0
21487,22,3,41763,15,10,4,7,1,4,1,0,0,25,38,0
34781,55,1,254949,11,9,2,5,0,4,1,0,0,40,38,0
23876,22,3,333910,15,10,4,12,1,4,0,0,0,43,38,0
6635,26,0,73047,15,10,2,3,0,4,1,0,0,32,38,0
41341,22,3,154235,15,10,2,9,5,4,0,3781,0,35,38,0
15770,64,3,181530,14,15,2,9,0,4,1,0,0,40,38,1
26552,27,3,131679,8,11,0,11,1,4,0,0,0,40,38,0
23496,42,5,198692,15,10,2,2,0,4,1,0,0,45,38,1
40993,25,3,165315,11,9,0,11,4,4,0,0,0,37,38,0
45437,37,0,141029,12,14,0,9,1,4,0,0,0,40,38,0
43091,49,6,207120,11,9,2,5,0,4,1,0,0,40,38,1
7488,31,3,110083,11,9,5,3,4,4,0,0,0,40,38,0
13875,47,3,281401,4,3,0,11,2,4,0,0,0,32,25,0
753,34,3,361978,11,9,0,2,4,2,0,1471,0,40,38,0
21997,19,3,274657,4,3,4,7,1,4,1,0,0,50,12,0
10833,20,3,33860,15,10,4,9,1,0,0,0,0,28,38,0
10205,68,3,81468,11,9,6,9,4,4,0,0,0,16,38,0
21306,57,4,282913,11,9,2,11,0,4,1,0,0,40,4,0
42515,27,3,405765,11,9,2,2,0,4,1,0,0,40,38,1
25326,28,0,56651,9,13,4,9,3,2,0,0,0,40,38,0
33249,46,3,149949,5,4,2,13,0,4,1,0,0,40,38,0
45516,45,5,271828,9,13,2,2,0,4,1,0,0,20,38,0
4125,34,3,535869,15,10,4,7,1,2,1,0,0,30,38,0
2788,25,3,199143,11,9,0,2,3,4,1,0,0,40,38,0
21451,26,3,229977,6,5,2,2,0,4,1,0,0,35,38,0
40090,23,3,65038,11,9,4,11,3,4,1,0,0,40,38,0
45830,48,5,373606,15,10,0,11,4,4,1,0,0,65,38,1
48353,19,3,167087,11,9,4,0,1,4,0,0,0,40,38,0
3371,49,3,96854,11,9,0,7,4,4,1,0,0,40,38,0
39501,39,3,301867,9,13,0,0,1,1,0,0,0,24,29,0
30351,60,3,145664,15,10,0,11,1,4,0,0,0,48,38,0
39527,62,3,138157,11,9,2,3,0,4,1,0,0,12,38,0
18204,21,3,124242,15,10,4,9,3,4,0,0,0,40,38,0
24954,28,3,168524,8,11,2,9,3,4,0,0,0,40,38,0
15351,31,5,150630,11,9,4,7,3,4,0,0,0,40,38,0
35843,55,3,205422,0,6,2,7,5,2,0,0,0,40,38,0
38352,59,3,277034,11,9,0,12,4,4,1,0,0,60,38,1
34132,31,3,400535,15,10,2,0,0,4,1,0,0,40,38,0
21929,45,6,67544,12,14,0,10,1,4,1,0,0,50,38,0
45935,50,3,109277,11,9,2,6,0,4,1,0,0,40,38,1
33424,42,5,326083,8,11,2,9,0,4,1,0,0,40,38,0
42575,27,3,134566,11,9,4,0,1,4,1,0,0,40,38,0
30123,41,3,107276,8,11,4,9,1,4,0,0,0,45,38,0
18855,34,3,203408,9,13,2,9,0,4,1,7688,0,50,38,1
14415,41,3,46221,14,15,4,3,1,4,1,4787,0,60,38,1
42634,49,6,175109,15,10,2,9,0,4,1,0,0,50,38,1
9646,44,3,187376,7,12,5,0,1,4,1,0,0,35,38,0
27435,20,3,181032,15,10,4,6,3,4,0,0,0,40,38,0
3544,44,3,185602,8,11,0,3,4,4,0,0,0,40,38,0
29384,47,4,188610,11,9,2,6,0,4,1,0,0,48,38,0
3347,59,4,159472,11,9,2,11,0,4,1,0,0,40,38,0
41001,20,3,196643,11,9,4,5,3,4,1,0,0,40,38,0
11388,20,3,132139,0,6,4,5,3,4,1,0,0,30,38,0
1714,43,3,42026,11,9,2,5,0,4,1,0,0,40,38,0
28617,29,3,159788,12,14,4,9,1,4,0,0,0,80,38,0
41502,39,1,164515,11,9,0,0,4,4,0,0,0,40,38,0
35947,23,1,280164,11,9,4,7,3,2,1,0,0,32,38,0
9933,54,1,116428,0,6,2,3,0,4,1,0,0,40,38,0
36913,33,3,137310,11,9,4,6,3,4,0,0,0,40,38,0
38480,50,3,163002,11,9,5,0,2,4,0,0,0,40,38,0
23364,38,1,185394,9,13,2,9,5,4,0,7688,0,40,38,1
48209,45,3,44489,11,9,2,13,0,4,1,0,0,45,38,0
34849,50,3,289390,11,9,2,2,0,4,1,0,0,47,38,0
2583,47,5,185859,11,9,2,4,0,4,1,3103,0,60,38,1
35299,49,5,241753,11,9,0,7,4,4,0,0,0,40,38,0
12951,24,3,278391,11,9,4,0,4,4,1,0,0,50,38,0
22858,41,1,359259,11,9,2,7,0,4,1,0,0,40,38,0
18113,46,1,272780,15,10,2,9,0,4,1,0,0,24,38,0
2957,19,7,43627,11,9,4,7,3,4,1,0,0,10,38,0
3971,54,3,240358,12,14,2,3,0,2,1,0,0,40,22,0
32760,24,3,310380,15,10,3,0,3,2,0,0,0,45,38,0
2559,22,3,202125,11,9,2,11,0,4,1,0,0,50,38,0
29996,20,3,314422,11,9,4,11,3,4,0,0,0,30,38,0
6180,32,5,181212,15,10,5,4,4,4,0,0,0,65,38,0
20826,50,3,125417,7,12,2,3,5,2,0,0,0,40,38,1
23920,19,3,91928,15,10,4,7,2,4,0,0,0,35,38,0
36872,35,3,361888,15,10,0,6,4,4,1,0,0,40,38,0
37849,59,3,196482,11,9,6,0,4,4,0,0,0,40,38,0
2684,21,3,376416,15,10,4,13,3,4,1,0,0,40,38,0
45606,20,3,133515,15,10,4,9,3,4,0,0,0,15,9,0
30157,31,3,49325,11,9,2,6,0,4,1,0,0,40,38,0
4935,22,3,393122,15,10,4,9,3,4,1,0,0,30,38,0
24958,25,3,431861,11,9,2,13,0,4,1,0,0,40,38,0
47935,54,1,224934,12,14,2,9,0,4,1,0,0,50,38,1
12410,32,3,189265,9,13,4,0,1,4,0,0,0,40,38,0
37471,42,1,213019,12,14,4,9,1,4,0,0,0,40,38,1
25899,32,3,37380,15,10,0,0,4,4,0,0,0,38,38,0
13218,48,3,359808,11,9,4,5,1,4,1,0,0,40,38,1
29392,50,5,219420,10,16,0,11,1,4,1,0,0,64,38,0
30587,28,3,108574,15,10,2,0,5,4,0,0,0,15,38,0
9456,26,3,128699,11,9,3,0,4,4,0,0,0,40,6,0
25497,49,3,298659,11,9,2,11,0,4,1,0,0,15,25,0
48310,36,1,114719,12,14,2,9,0,4,1,0,0,50,38,1
22969,21,6,166704,15,10,4,7,3,4,0,0,0,14,38,0
26060,42,3,250536,15,10,5,7,4,2,0,0,0,21,13,0
12764,33,3,175856,9,13,2,3,0,4,1,0,0,50,38,1
9509,23,3,142766,9,13,4,12,1,4,1,0,0,18,38,0
38322,47,5,122307,9,13,2,11,0,4,1,0,1887,40,38,1
37843,44,0,191295,9,13,2,3,0,2,1,0,0,48,38,0
5284,67,3,162009,0,6,2,10,0,4,1,0,0,16,38,0
14638,31,3,19491,11,9,0,11,1,4,1,2202,0,40,38,0
36170,38,3,273285,1,7,4,9,1,4,0,0,0,32,38,0
38406,40,3,55508,5,4,0,4,4,4,0,0,0,40,38,0
47559,49,3,122206,8,11,2,11,0,4,1,0,0,25,38,0
3334,26,3,191765,9,13,4,9,1,4,1,0,0,40,33,0
2060,31,4,112564,15,10,4,11,2,4,1,0,0,40,38,0
25672,42,3,281209,15,10,2,13,0,4,1,0,0,50,38,0
7457,31,3,54341,11,9,2,5,0,4,1,0,0,45,38,0
15276,48,3,189498,1,7,0,0,1,4,1,0,0,40,38,0
15528,54,3,192386,15,10,2,9,0,4,1,7298,0,38,38,1
42236,24,3,283092,11,9,4,0,2,2,1,0,0,40,22,0
2171,39,3,430336,11,9,2,3,0,2,1,7688,0,45,38,1
47613,29,3,123677,11,9,2,6,5,1,0,0,0,40,24,0
36897,28,3,109001,11,9,4,2,1,4,1,0,0,40,38,0
25377,26,3,256737,1,7,2,13,0,4,1,0,0,40,38,0
29537,55,3,160303,11,9,6,0,2,4,0,0,0,40,38,0
27921,35,3,31023,9,13,2,11,0,4,1,0,0,45,38,0
12891,32,3,233838,11,9,2,13,0,2,1,0,0,50,38,0
5521,31,1,265706,9,13,4,10,1,4,1,4650,0,40,38,0
16317,21,3,197200,15,10,4,6,3,4,1,0,0,40,38,0
26318,22,3,217363,11,9,5,0,4,4,0,0,0,40,38,0
37826,17,3,241021,2,8,4,9,3,3,0,0,0,40,38,0
27038,39,3,230054,12,14,2,9,0,4,1,0,0,50,38,1
5973,45,4,192835,9,13,2,3,0,4,1,0,0,45,38,1
22623,70,3,293076,15,10,2,9,0,4,1,0,0,30,38,0
35785,29,0,142712,15,10,2,0,0,4,1,0,0,40,38,1
44491,55,3,102058,2,8,6,9,1,4,1,0,0,30,38,0
41325,18,3,126154,15,10,4,9,3,4,1,0,0,40,38,0
30165,70,3,26990,11,9,2,9,0,4,1,0,0,60,38,0
14702,27,3,168138,11,9,4,12,1,4,1,0,0,45,38,0
34989,36,1,101481,11,9,4,0,1,4,1,0,0,40,38,0
32086,49,1,46537,11,9,0,0,1,4,0,594,0,10,38,0
22874,19,3,277974,15,10,4,11,3,4,1,0,0,35,38,0
24758,24,3,178255,15,10,2,8,5,4,0,0,0,40,38,0
29282,62,3,169204,11,9,6,2,4,4,1,0,0,40,38,0
29170,33,3,164190,8,11,2,2,0,4,1,7298,0,40,38,1
42923,36,3,98360,11,9,2,3,0,4,1,0,0,40,38,0
48436,23,3,142766,15,10,4,0,3,4,1,1055,0,20,38,0
45209,47,3,121124,9,13,2,2,0,4,1,15024,0,50,38,1
17125,55,3,387569,11,9,2,2,0,4,1,4386,0,40,38,1
21310,17,3,121037,2,8,4,11,3,4,0,0,0,15,38,0
16487,36,3,128757,9,13,2,7,0,2,1,7298,0,36,38,1
8650,42,3,180985,8,11,2,2,0,4,1,0,0,52,38,0
34443,41,5,147110,11,9,2,6,0,4,1,0,0,25,38,0
37395,24,3,67586,8,11,2,9,5,2,0,0,0,35,38,0
34747,64,3,257790,11,9,0,9,4,4,0,0,0,38,38,0
23593,60,1,232769,1,7,2,13,0,4,1,0,0,20,38,0
30655,34,3,324654,11,9,4,6,3,1,1,0,0,40,2,0
6745,42,3,361219,1,7,2,7,0,4,1,0,0,40,38,0
13271,44,3,321824,10,16,2,9,0,4,1,0,0,20,38,0
7558,49,3,312552,11,9,2,9,0,4,1,0,2002,70,38,0
40362,67,5,364862,11,9,6,7,1,4,0,0,0,30,38,0
18963,61,1,167670,9,13,3,9,1,4,1,0,0,40,38,0
39428,27,3,195337,15,10,4,6,1,4,0,0,0,40,38,0
30557,31,5,389765,5,4,2,9,0,4,1,0,0,60,38,0
25033,31,1,158092,15,10,4,0,3,4,0,0,0,35,38,0
32420,58,5,43221,15,10,2,4,0,4,1,0,2415,40,38,1
12268,43,3,224998,9,13,2,3,0,2,1,0,1977,40,38,1
17607,47,3,256522,11,9,2,5,0,4,1,0,0,40,38,0
37042,40,3,213821,12,14,4,9,1,4,1,0,0,40,38,1
23646,28,5,254989,1,7,4,11,3,4,1,0,0,40,38,0
1642,39,3,44041,7,12,3,0,2,4,1,0,0,60,38,0
46792,61,5,140300,11,9,4,11,1,4,0,0,0,44,38,0
3686,66,4,74263,11,9,6,3,1,4,1,0,0,86,38,1
291,63,3,214071,0,6,2,5,0,4,1,0,0,40,38,0
29962,37,5,30973,11,9,2,3,0,4,1,0,0,40,38,0
2085,81,5,240414,9,13,6,4,1,4,1,0,0,30,38,0
45308,30,3,56004,15,10,4,3,3,2,0,0,0,40,38,0
27953,38,3,71701,8,11,4,2,1,4,0,0,0,40,31,0
11747,30,3,156464,11,9,4,11,3,4,1,0,0,40,10,0
42282,59,5,247552,11,9,2,3,0,4,1,0,0,40,38,0
46408,30,3,426431,12,14,4,9,1,4,1,10520,0,40,38,1
42463,44,0,29591,9,13,0,12,1,4,1,0,2258,40,38,1
35647,48,3,278530,11,9,0,2,4,4,1,0,0,40,38,0
48073,32,3,981628,11,9,0,9,4,2,1,0,0,40,38,0
28685,20,3,112847,11,9,4,4,3,1,1,0,0,40,38,0
1765,35,3,235485,9,13,2,3,0,4,1,0,0,40,38,1
31208,40,4,137367,15,10,2,3,0,1,1,0,0,50,2,0
42136,47,1,149700,12,14,2,9,0,4,1,15024,0,35,38,1
27539,32,3,116365,11,9,2,0,5,4,0,0,0,20,38,0
25349,51,3,103824,11,9,4,7,1,2,1,0,0,40,13,0
35968,50,3,180607,11,9,4,0,3,4,0,0,0,40,38,0
20687,19,3,406078,15,10,4,0,3,4,0,0,0,25,38,0
13292,28,3,272132,14,15,3,9,1,4,0,0,0,65,38,0
22711,29,6,191355,12,14,4,9,1,4,1,0,0,40,38,0
26101,37,1,251396,7,12,2,9,0,4,1,0,0,45,1,1
27889,50,3,98228,11,9,0,11,4,4,0,0,0,45,38,0
44819,50,3,269095,9,13,0,3,4,4,0,0,0,40,38,1
22262,44,1,236321,11,9,0,13,3,4,1,0,0,25,38,0
689,22,1,198478,15,10,2,10,0,4,1,0,0,40,38,0
36033,32,3,178615,11,9,2,2,0,4,1,2407,0,40,38,0
34910,43,5,182217,9,13,2,9,5,4,0,0,0,35,38,0
19401,54,3,197481,15,10,0,0,4,4,0,0,0,40,38,0
5894,58,3,218764,8,11,6,9,4,4,0,0,0,45,38,0
39329,18,3,298860,1,7,4,11,3,4,1,0,0,20,38,0
35251,20,3,94744,11,9,4,0,3,2,0,0,0,20,38,0
44369,48,3,307440,9,13,2,12,0,1,1,0,0,45,29,1
20488,64,3,321166,9,13,0,11,1,4,0,0,0,5,38,0
7926,21,3,211013,15,10,4,9,3,4,0,0,0,40,38,0
40374,31,3,91964,9,13,4,3,1,4,1,0,0,40,38,0
39629,26,3,125089,15,10,4,3,1,4,1,0,0,40,38,0
2797,27,3,176683,15,10,4,9,3,4,1,0,1719,40,38,0
12236,28,3,145242,9,13,2,9,5,4,0,4386,0,20,38,1
21466,21,3,206861,15,10,4,11,3,4,1,0,0,20,38,0
42322,18,3,280603,1,7,4,11,3,4,0,0,0,30,38,0
43222,45,3,192835,15,10,2,3,0,4,1,0,0,40,38,0
32785,30,3,86808,9,13,4,9,2,4,0,0,0,40,38,0
30850,31,3,200117,11,9,0,0,1,4,1,0,0,40,38,0
4885,17,3,44789,15,10,4,9,3,4,1,0,0,15,38,0
1216,35,3,281982,11,9,2,0,0,4,1,0,0,40,38,0
18933,34,3,213226,9,13,2,9,0,4,1,0,0,40,19,1
11773,18,3,110230,1,7,4,5,3,4,1,0,0,5,38,0
45511,60,3,178312,11,9,2,11,0,4,1,7298,0,65,38,1
38597,50,1,141875,11,9,2,13,0,4,1,0,0,40,38,0
5605,38,6,200904,0,6,5,0,4,2,0,0,0,40,38,0
2089,41,0,341638,7,12,2,10,0,4,1,0,0,92,38,0
4739,35,3,80680,12,14,4,3,1,4,0,0,0,45,38,1
4286,58,3,95428,12,14,0,9,1,4,0,0,0,40,38,0
22584,51,3,337195,15,10,2,11,0,4,1,0,1902,50,38,1
34966,51,5,35295,11,9,4,4,4,4,1,0,0,45,38,0
16088,46,3,263727,15,10,2,3,0,4,1,0,0,60,38,1
45574,46,3,220124,11,9,5,2,1,4,1,0,0,37,38,0
46166,46,3,336984,11,9,4,5,3,4,1,0,0,17,38,0
45890,43,4,130126,15,10,2,3,0,4,1,15024,0,45,38,1
47778,24,3,155150,11,9,2,6,0,4,1,0,0,40,38,0
12139,49,3,121253,11,9,0,3,1,4,0,0,1564,40,38,1
39992,63,3,234083,11,9,0,9,1,4,0,0,2205,40,38,0
4438,39,5,327120,11,9,2,2,0,4,1,0,0,40,31,0
7202,27,3,53147,11,9,4,2,1,2,1,0,0,40,38,0
33374,36,3,152307,11,9,2,6,0,4,1,0,0,40,38,0
42265,41,1,201435,11,9,2,13,0,2,1,0,0,40,38,0
21086,51,0,282680,10,16,4,9,1,4,0,0,1564,70,38,1
1827,32,3,80145,11,9,2,6,0,4,1,0,0,40,38,0
5453,40,3,106501,11,9,2,13,0,4,1,2829,0,50,38,0
21878,26,3,262617,11,9,4,2,2,4,1,2597,0,40,38,0
27667,29,3,152503,15,10,4,5,1,2,1,0,0,45,38,0
18408,35,3,23621,11,9,4,2,1,4,1,0,0,70,38,0
43430,44,3,210648,9,13,2,12,0,4,1,0,0,40,38,1
1870,38,3,249720,8,11,0,9,4,2,0,0,0,40,38,0
48291,31,3,60229,11,9,2,6,0,4,1,0,0,40,38,0
40273,43,3,216685,11,9,2,9,5,4,0,0,0,35,38,0
45668,22,3,109815,15,10,4,0,1,4,0,0,0,40,38,0
34569,30,3,130021,5,4,2,2,0,4,1,2829,0,40,38,0
19960,18,3,107277,1,7,4,11,3,4,0,0,0,20,38,0
30446,42,3,231813,1,7,2,13,0,4,1,0,0,40,38,0
14317,71,3,533660,5,4,2,2,0,4,1,0,0,40,38,1
11524,17,3,329791,2,8,4,5,3,4,1,0,0,25,38,0
12209,66,6,33155,11,9,2,3,0,4,1,0,0,45,38,1
27123,51,5,159755,8,11,2,12,0,4,1,0,0,38,38,1
36503,43,1,174395,12,14,2,9,0,4,1,0,0,50,38,0
5927,33,3,182511,8,11,0,0,4,4,0,0,0,40,38,0
37058,49,3,183013,11,9,2,4,0,4,1,0,0,40,38,0
44105,42,3,274913,11,9,0,2,4,4,1,0,0,45,38,0
32206,21,3,103205,11,9,2,6,0,4,1,0,0,40,38,0
188,34,6,513100,9,13,3,4,1,2,1,0,0,40,38,0
14893,38,0,39089,11,9,4,13,1,4,1,6849,0,50,38,0
37671,54,4,298215,9,13,2,3,0,4,1,0,0,50,38,1
29949,64,6,223830,6,5,4,0,1,4,0,0,0,38,38,0
32572,37,3,177974,15,10,2,6,0,4,1,0,0,70,38,0
16554,27,1,209109,12,14,4,9,3,4,1,0,0,35,38,0
12273,32,1,450141,15,10,0,10,1,4,1,0,1408,40,38,0
33246,44,3,214242,15,10,2,13,0,4,1,0,0,50,38,1
27267,38,3,111499,11,9,2,11,0,4,1,0,1977,99,38,1
29172,51,3,41806,1,7,2,6,0,4,1,0,0,40,38,0
28650,27,5,212041,9,13,4,11,1,4,1,0,0,50,38,0
48319,52,3,294991,9,13,2,9,0,4,1,0,0,40,38,1
12232,39,3,199816,11,9,2,13,0,4,1,0,0,50,38,1
47727,44,3,168515,15,10,0,0,1,4,0,0,0,40,10,0
48538,51,4,213296,11,9,2,7,0,4,1,0,0,30,38,0
26409,17,3,186677,1,7,4,5,3,4,1,0,0,12,38,0
20846,55,3,80445,9,13,2,2,0,4,1,0,0,40,38,0
19126,50,3,121685,15,10,2,11,0,4,1,0,0,45,38,1
31763,31,3,204829,11,9,0,6,1,4,1,0,0,40,38,0
30374,35,3,180137,15,10,0,3,4,4,1,0,0,60,38,0
35094,47,6,72333,11,9,0,0,4,1,0,0,0,40,38,0
5648,29,3,131045,8,11,5,0,4,4,0,0,0,40,38,0
9514,26,3,213383,11,9,4,5,1,4,1,0,0,40,38,0
47115,17,3,79682,0,6,4,8,2,4,1,0,0,30,38,0
28627,41,0,186601,11,9,5,3,1,2,0,0,0,40,38,0
14257,22,3,195767,9,13,4,5,3,4,1,0,0,30,38,0
35438,27,3,145284,11,9,2,4,0,4,1,0,0,40,38,0
12583,31,3,182699,7,12,2,2,0,2,1,0,0,40,38,0
46859,29,3,444304,9,13,2,9,0,4,1,0,0,40,38,1
14696,25,3,197651,11,9,4,11,4,4,0,0,0,40,38,0
17365,31,3,232475,15,10,2,0,0,4,1,0,0,40,38,0
29246,33,3,192663,11,9,5,11,1,4,0,0,0,35,38,0
19039,40,3,225978,15,10,5,3,1,2,1,0,0,40,38,0
43471,43,6,241506,9,13,0,9,4,4,0,1506,0,36,38,0
46186,19,3,292583,11,9,4,7,3,4,0,0,0,30,38,0
24841,32,3,112176,15,10,0,11,3,4,1,0,0,30,38,0
43656,43,6,27661,12,14,4,9,1,4,1,0,0,45,38,0
33254,26,3,213625,7,12,2,11,0,4,1,0,0,40,38,0
45362,37,1,97136,15,10,3,0,4,2,0,0,0,40,38,0
9053,46,1,93639,9,13,0,9,4,4,0,0,0,40,38,0
20362,27,3,169631,11,9,4,5,3,4,0,0,0,40,38,0
13215,24,3,19513,11,9,4,11,3,0,0,0,0,40,38,0
24181,40,3,428584,11,9,2,9,5,2,0,3464,0,20,38,0
30865,56,3,98361,12,14,2,9,0,4,1,0,0,40,38,1
34322,58,3,182123,11,9,2,6,0,4,1,0,0,44,38,0
714,37,4,132879,15,10,2,13,0,4,1,0,0,50,38,1
30065,73,3,191394,14,15,2,9,0,4,1,0,0,40,38,0
29731,30,3,227359,15,10,4,2,4,4,1,0,0,40,38,0
33647,38,3,48779,15,10,2,13,0,4,1,0,0,40,38,1
9811,30,3,127610,9,13,4,11,3,4,0,0,0,20,11,0
48226,32,3,124187,6,5,2,4,0,2,1,0,0,40,38,0
23388,33,3,101562,12,14,4,3,1,4,0,0,0,40,38,0
12530,37,3,191137,11,9,2,0,0,4,1,0,0,42,38,0
31806,26,3,82246,9,13,4,3,1,4,1,0,1876,38,38,0
48235,34,3,111589,0,6,4,7,4,2,0,0,0,40,22,0
37165,47,0,192894,11,9,2,13,0,2,1,0,0,50,38,1
18970,22,3,216563,11,9,4,9,2,4,0,0,0,40,38,0
33849,52,3,126978,11,9,2,6,5,1,0,0,0,40,2,0
25910,43,3,220776,12,14,2,3,0,4,1,0,0,35,38,1
5164,67,3,126514,15,10,6,9,1,4,0,0,0,4,38,0
2221,28,1,104329,15,10,2,10,0,4,1,0,0,50,38,0
6538,35,3,354520,9,13,4,3,1,4,0,0,0,50,38,1
47498,46,3,165138,8,11,2,2,0,4,1,0,0,40,38,0
30674,23,3,150463,11,9,4,8,4,3,0,0,0,40,12,0
21769,56,3,142182,8,11,2,2,0,4,1,0,0,45,38,1
31067,30,3,136651,4,3,2,2,0,4,1,0,0,40,25,0
28613,40,3,558944,5,4,4,4,3,4,1,0,0,40,38,0
47691,24,3,329852,11,9,4,6,1,4,1,0,0,40,38,0
2687,28,6,90872,15,10,0,0,1,2,0,0,0,40,38,0
8704,50,6,322840,8,11,2,10,0,4,1,0,0,40,30,1
13592,56,3,170411,11,9,0,10,3,4,1,4101,0,38,38,0
35997,38,5,280169,9,13,2,11,0,4,1,7298,0,50,38,1
2178,34,3,54608,15,10,4,2,1,4,1,0,0,40,38,0
47556,21,3,766115,0,6,2,5,0,4,1,0,0,35,38,0
20476,21,3,452640,11,9,4,2,1,4,1,0,0,40,38,0
17083,68,5,315859,1,7,4,4,4,4,1,0,0,20,38,0
37416,69,4,106395,11,9,2,7,0,4,1,0,0,40,38,1
29944,21,3,240517,15,10,4,6,3,4,0,0,0,70,38,0
47740,18,3,170544,1,7,4,11,3,4,1,0,0,20,38,0
28293,32,0,164707,11,9,2,0,5,4,0,0,0,40,38,1
21936,41,3,140590,15,10,4,11,1,2,1,0,0,33,38,0
12825,23,6,1117718,15,10,4,10,1,2,1,0,0,30,38,0
30079,59,3,162136,15,10,0,6,1,4,1,0,0,56,38,0
18952,43,3,188291,3,2,4,11,3,4,1,0,0,40,38,0
13404,47,3,165517,12,14,2,9,5,4,0,0,0,40,38,1
17526,62,3,192866,15,10,6,7,1,4,0,0,0,20,38,0
28239,31,3,173002,11,9,4,0,3,4,0,0,0,40,38,0
11891,53,4,233149,7,12,2,13,0,4,1,0,0,45,38,1
26433,29,3,29865,11,9,0,11,1,0,0,0,0,50,38,0
2976,52,3,62834,11,9,2,6,0,4,1,0,0,20,38,1
12672,67,5,167015,9,13,6,11,1,4,1,0,0,30,38,0
47979,20,3,189203,7,12,4,9,1,4,1,0,0,20,38,0
19417,45,5,32172,15,10,4,4,1,4,1,0,0,50,38,0
26156,31,1,331126,9,13,4,10,3,2,1,0,0,48,38,0
14843,56,1,174564,2,8,0,13,1,4,1,0,0,40,38,0
44830,38,3,219137,11,9,2,0,5,4,0,0,0,22,38,0
5589,54,3,171924,11,9,2,11,0,4,1,0,0,50,1,1
46593,42,3,364832,5,4,0,11,1,4,0,0,0,40,38,0
6755,20,4,266400,15,10,4,5,3,4,0,0,0,40,38,0
6632,30,4,191571,15,10,4,3,1,4,0,0,0,40,38,1
10933,39,3,212840,9,13,0,9,4,2,0,0,0,40,38,0
12842,34,6,101562,11,9,4,7,3,4,0,0,0,40,38,0
22653,57,3,174353,11,9,4,3,1,4,1,0,0,40,38,0
